Car_name,rating,image,Min_price,Max_price
ID.4 X,4.53,https://g.autoimg.cn/@img/car2/cardfs/series/g26/M05/89/51/436x333_autohomecar__ChsEdmLo_QyABb0aAAjoOwgYOQA694.png,15.99,28.34
宋L EV,4.62,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M08/03/33/436x333_autohomecar__ChxknGV4DDmAKTvOAAbB-qWMreE491.png,18.98,24.98
星纪元 ET,4.52,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M06/80/35/436x333_autohomecar__ChxoHWZBjNeARU2TAAktMOyQmB0691.png,18.98,31.98
极氪7X,4.57,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M06/4A/20/436x333_autohomecar__ChxkPmaQnq6AZuI3AAbTZmFxp1A811.png,22.99,26.99
五菱星光S,4.43,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M04/64/60/436x333_autohomecar__ChtlyGYfXzeAO3ASAAeLhc09A_0982.png,9.98,12.98
蔚来EC6,4.58,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M04/E6/B0/436x333_autohomecar__CjIFU2UERWmANPQ5AAfIQ06LZhw961.png,35.80,41.60
智己LS6,4.56,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M0A/AF/DA/436x333_autohomecar__ChxkPWbO-VWARs2BAAgYJY4XUM8178.png,22.99,30.29
smart精灵#1,4.54,https://g.autoimg.cn/@img/car3/cardfs/series/g26/M0B/C5/7C/436x333_autohomecar__ChxkjmUROuOAdnNlAASIB0rqqQo183.png,15.49,28.49
小鹏G9,4.48,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M05/C3/3E/436x333_autohomecar__ChxknGWA-eyADRNuAAcr16si-wc561.png,26.39,35.99
eπ008,4.48,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M04/A7/F6/436x333_autohomecar__ChxoHmXAkBmACWpsAAYHVPTP2Fg492.png,20.66,21.66
岚图FREE,4.56,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M01/D1/0A/436x333_autohomecar__ChxkPWZdmCSAMD1LAAggrKTi8hc194.png,22.89,26.69
哪吒X,4.71,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M08/0F/68/436x333_autohomecar__ChxknGUAhNGALG1JAAhY7aHCvq8654.png,8.98,15.98
五菱缤果PLUS,4.49,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M0A/3E/20/436x333_autohomecar__ChxoHWWlBduAEnW-AAZZwAIPGsE313.png,7.58,9.88
宝马iX3,4.32,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M02/D9/92/436x333_autohomecar__ChwFkmGu9e-Ae0mJAAaPuc9CGYM917.png,40.50,44.50
吉利几何E萤火虫,4.50,https://g.autoimg.cn/@img/car3/cardfs/series/g24/M06/E1/43/436x333_autohomecar__Chtk3WTsWraAFYcuAAi03cu074U117.png,5.98,8.98
蓝电E5,4.52,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M08/62/71/436x333_autohomecar__ChtliGOuQVSAVxMMAAyVJA5QVQM540.png,9.98,15.39
奥迪Q4 e-tron,4.56,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M03/43/8D/436x333_autohomecar__CjIFU2V4DJKAZ3PJAAl2nZpvFD4657.png,28.99,36.71
坦克700新能源,4.53,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M04/11/FD/436x333_autohomecar__ChxoHmXUVouAMuOuAAdjtyNN5n8755.png,42.80,70.00
宝马iX1,4.34,https://g.autoimg.cn/@img/car2/cardfs/series/g26/M01/F4/8E/436x333_autohomecar__ChxkjmTsQ7iACytkAAkpFnY5exo153.png,29.99,33.99
瑶光C-DM,4.40,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M0A/09/D9/436x333_autohomecar__ChxkPmc0FgmAcH8IAAg_XbU3m6w048.png,15.98,22.58
腾势N7,4.59,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M09/B4/14/436x333_autohomecar__ChtlyGXxF9OAMl2fAAixq-p74hk473.png,23.98,32.98
领克06新能源,4.56,https://g.autoimg.cn/@img/car2/cardfs/series/g24/M02/54/AE/436x333_autohomecar__CjIFWGVJmKSAElc9AAgMNEA2oag289.png,13.68,15.68
捷途山海L9,4.34,https://g.autoimg.cn/@img/car3/cardfs/series/g24/M00/BD/98/436x333_autohomecar__CjIFWGVUNu6ANyBjAAfSer0gqBM205.png,16.69,19.29
极越01,4.30,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M0B/0D/D5/436x333_autohomecar__ChxknGV4KL6AR-r9AAadCBhoHy8002.png,21.99,30.99
深蓝G318,4.40,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M0A/7E/33/436x333_autohomecar__ChxkPmaGV56AEG7pAAlpxMnGi-c966.png,17.59,31.80
别克E5,4.79,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M07/03/78/436x333_autohomecar__ChxknGV4DNiAdamhAAiT1L11oC8671.png,16.99,21.39
启辰VX6,4.55,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M00/06/04/436x333_autohomecar__ChxkPmdJVJ2AHOWAAAen_4C-WXg953.png,13.49,19.98
长安欧尚Z6新能源,4.49,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M0A/5D/87/436x333_autohomecar__ChtliGSiN8iAONKgAAjlQXnXR_8328.png,15.58,17.58
昊铂HT,4.51,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M0A/BF/B1/436x333_autohomecar__ChtliGUxCoOAIKv2AAgdycuc9wo534.png,21.39,32.99
极氪X,4.53,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M04/35/1E/436x333_autohomecar__ChtlyGW4yd2AHOGQAAaxHGpD7uQ807.png,14.90,19.90
阿维塔07,4.58,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M07/D4/E1/436x333_autohomecar__ChxoHWY9td2AUPaCAAdo30mtSUI095.png,21.99,28.99
捷途山海L7,4.57,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M04/76/80/436x333_autohomecar__Chtk2Wb2iomAd7x8AAh0YAGz67Y968.png,12.98,16.38
启辰大V DD-i超混动,4.56,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M03/26/62/436x333_autohomecar__ChxkmmTHU42AZAASAAo4oaWms0A064.png,11.89,14.99
护卫舰07,4.45,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M07/44/1B/436x333_autohomecar__CjIFU2V4DeOAcTi_AAfhONI4fzg254.png,17.98,25.98
乐道L60,4.40,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M07/0A/E6/436x333_autohomecar__ChtlyGZEt3GAPE5aAAdjgnRXs-w843.png,20.69,25.59
宝骏云海,4.54,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M09/EC/65/436x333_autohomecar__ChxoHWZEC6yAVtCTAAZjNKPleGE742.png,10.98,13.38
蔚来ES8,4.44,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M00/04/BE/436x333_autohomecar__ChxknGV4D_qAYMUaAAbn7IAQCxs579.png,49.80,59.80
smart精灵#3,4.49,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M01/43/81/436x333_autohomecar__CjIFU2V4DH6AD0KMAAiQIf8lMEc679.png,16.49,28.99
捷途山海L6,4.49,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M04/3E/E3/436x333_autohomecar__ChxkPWa6-DeAcL4gAAhZ-WAtg5g504.png,12.39,14.49
哈弗二代大狗新能源,4.04,https://g.autoimg.cn/@img/car3/cardfs/series/g24/M06/C7/3A/436x333_autohomecar__Chtk3WP-CPSAHge2AAleCV_3ixk952.png,16.28,17.98
领克09新能源,4.46,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M07/28/78/436x333_autohomecar__CjIFU2V60S-AeCX-AAgE7AeOZ8Q996.png,28.99,34.78
宝骏悦也,4.16,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M09/94/61/436x333_autohomecar__ChxknGRi9DWARS7wAAb0YKyTqXg587.png,7.98,9.08
悦虎,4.57,https://g.autoimg.cn/@img/car3/cardfs/series/g24/M08/8B/98/436x333_autohomecar__ChwFjl6qpiCACMrqAAo3M8L1lmE967.png,6.38,8.70
阿维塔11,4.53,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M05/57/5F/436x333_autohomecar__ChxoHWYqfoKAPOBmAAfnk2Orxfw220.png,27.99,42.99
宝骏悦也Plus,4.53,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M01/E3/73/436x333_autohomecar__ChtlyGYCMNqACZBkAAYn3R-43OI166.png,9.38,10.38
传祺ES9,4.24,https://g.autoimg.cn/@img/car3/cardfs/series/g27/M0A/1F/41/436x333_autohomecar__ChxkmWTsW2eADS5WAAa5NxjaGdE122.png,22.98,26.98
创维EV6,4.57,https://g.autoimg.cn/@img/car2/cardfs/series/g27/M06/5C/6C/436x333_autohomecar__ChxkmWK5dcmAesuUAAwLSAcGlFY015.png,13.98,32.98
荣威D5X DMH,4.52,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M03/79/84/436x333_autohomecar__CjIFU2UBkv-AKnqeAAZZW1g6Goc631.png,12.98,14.68
海狮05 DM-i,4.39,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M00/8D/FA/436x333_autohomecar__Chtk2WaUgPCAZrCMAAXX-gjU2KU194.png,11.28,14.28
哪吒AYA,4.71,https://g.autoimg.cn/@img/car3/cardfs/series/g27/M03/F3/4D/436x333_autohomecar__ChxkmWWFZ3mAKmjMAAkC_JjvI4Y429.png,6.58,9.49
创维HT-i,3.79,https://g.autoimg.cn/@img/car3/cardfs/series/g26/M02/29/29/436x333_autohomecar__ChwFkGMW2C6AY0rgAAlzM2eDZ9Y636.png,12.58,31.68
沃尔沃XC60插电式混动,4.14,https://g.autoimg.cn/@img/car3/cardfs/series/g27/M04/0B/94/436x333_autohomecar__ChcCQFsgg0qAK7guAAZVFTWwa0A513.png,52.39,60.39
红旗HS3 PHEV,4.48,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M01/79/3F/436x333_autohomecar__ChxoHmYrQIyAJtnvAAuo88IpIVU181.png,15.98,15.98
铂智4X,4.51,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M08/28/35/436x333_autohomecar__ChxknGVgFxmACoeqAAj7xtYhrwQ913.png,17.98,23.88
起亚EV5,4.56,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M06/F1/BE/436x333_autohomecar__ChxknGVpwgqARCYOAAdodrFlI_w340.png,14.98,25.58
大蚂蚁,4.47,https://g.autoimg.cn/@img/car3/cardfs/series/g27/M04/8D/71/436x333_autohomecar__CjIFVWSiNmeAR1f4AAkMkuV22Mc808.png,14.98,18.98
捷途山海T1,3.00,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M07/7C/40/436x333_autohomecar__ChxkPmcfUk2ALGm9AAol4mQ9LzM824.png,15.48,17.48
奔驰EQE SUV,4.71,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M03/03/70/436x333_autohomecar__ChxknGV4DMSARwkNAAhv2oNgDJA190.png,48.60,63.06
ID.6 CROZZ,4.44,https://g.autoimg.cn/@img/car2/cardfs/series/g8/M0A/25/7E/436x333_autohomecar__ChsEwGB8EwOAa-DrAAZilvWfpPY783.png,25.89,33.69
风云T10,4.48,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M03/AD/7A/436x333_autohomecar__Chtk2WZ8xcuAcLhKAAm1NMLoT1Y727.png,18.99,22.99
红旗HS7 PHEV,4.46,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M06/14/CC/436x333_autohomecar__ChxkPWaN6GyARCbmAAoeiVgZQIo814.png,31.58,34.58
奥迪Q5 e-tron,4.23,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M00/03/EA/436x333_autohomecar__ChxkqWIURVeAN8nkAAcEu2xVP_A031.png,29.85,43.25
坦克300新能源,4.51,https://g.autoimg.cn/@img/car3/cardfs/series/g27/M02/95/FF/436x333_autohomecar__ChxkmWQ2Ei-AXpQVAE6xm2OjU-w198.png,26.98,26.98
仰望U8,4.33,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M01/CA/74/436x333_autohomecar__ChxoHmYnTJWAfZzXAAkJA0juSOQ362.png,109.80,109.80
探索06 C-DM,4.52,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M0A/57/12/436x333_autohomecar__ChtlyGYqfQKARbVtAAhAlf50f5c890.png,12.99,13.99
极石01,4.57,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M08/DD/52/436x333_autohomecar__Chtlx2TkUk6AIm2vAAapXHAq8dA499.png,29.99,35.99
远航H8,4.64,https://g.autoimg.cn/@img/car2/cardfs/series/g26/M01/D7/9A/436x333_autohomecar__ChxkjmMIq2GAMkxsAAi3g7fd0O8408.png,28.98,36.98
睿蓝7,4.47,https://g.autoimg.cn/@img/car3/cardfs/series/g28/M03/F2/43/436x333_autohomecar__ChxkmmT1gfOABtDoAAjCK5w6_Bg317.png,11.57,17.97
e:NP2 极湃2,4.48,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M01/57/37/436x333_autohomecar__ChtlyGYqffaAT5NIAAn3Z3wCxaA618.png,15.98,15.98
IQ傲歌,4.53,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M06/B4/C3/436x333_autohomecar__ChxoHWYWMi2ALkmxAAdlflAUw4A688.png,23.97,26.97
深蓝S05,4.24,https://g.autoimg.cn/@img/car3/cardfs/series/g31/M09/80/1A/436x333_autohomecar__ChxoHmZBjWGAFfcqAAdru9xj-NI338.png,11.99,14.99
本田CR-V新能源,4.57,https://g.autoimg.cn/@img/car2/cardfs/series/g26/M04/CB/AC/436x333_autohomecar__ChxkjmQJVPCAcf3jAAbCESD_VF4043.png,22.59,26.99
纳米BOX,4.29,https://g.autoimg.cn/@img/car3/cardfs/series/g29/M01/3F/33/436x333_autohomecar__ChsFVWKXKheAXoUPAAsgeVreaJU432.png,4.87,7.47
哈弗枭龙MAX,4.53,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M05/E9/30/436x333_autohomecar__ChxkqWSiNrmALiF8AAaj6yTbbv8344.png,15.98,17.98
智己LS7,4.51,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M0A/07/FC/436x333_autohomecar__ChtliGPh5omAEvOrAAY4alzhLhQ625.png,28.98,45.98
奔驰EQB,4.58,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M08/36/8E/436x333_autohomecar__ChxkPWarVWWAGAMxAAaV978IS9c170.png,35.20,42.80
蔚来EC7,4.48,https://g.autoimg.cn/@img/car2/cardfs/series/g25/M02/A5/84/436x333_autohomecar__ChtliGOm9HCAcLbSAAbHXxDmFng627.png,45.80,54.80
东风本田M-NV,4.54,https://g.autoimg.cn/@img/car2/cardfs/series/g12/M09/8D/E2/436x333_autohomecar__ChwEnl_sItuAIo3dAAhKqD9tPZ0908.png,14.98,15.98
飞凡R7,4.56,https://g.autoimg.cn/@img/car3/cardfs/series/g27/M05/8D/7E/436x333_autohomecar__CjIFVWSiNouAPL7NAAcHrFUgO8c809.png,18.99,22.99
探界者Plus,4.53,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M09/CB/97/436x333_autohomecar__ChxoHmYnUlyAEG23AAocCUPBntc450.png,14.99,17.99
蔚来ES7,4.53,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M00/4F/70/436x333_autohomecar__ChxkPWaQ3DeAE-9BAAXHsGnd6dk048.png,43.80,51.80
皓影新能源,4.45,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M03/7C/0A/436x333_autohomecar__ChxkPmcfUVeAWj0cAAhMRr5HLXU242.png,22.59,26.99
红旗天工08,2.86,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M0B/11/F8/436x333_autohomecar__ChxkPmc0Zx2AHvgGAAcY-b9ByZ0018.png,23.98,23.98
睿蓝9,4.49,https://g.autoimg.cn/@img/car2/cardfs/series/g29/M05/E6/67/436x333_autohomecar__Chxkm2OAJn6AUSeKAAchvU6Zovc679.png,15.99,19.79
瑞虎9 C-DM,4.42,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M07/3D/2B/436x333_autohomecar__ChxkPWblWD2AIqBrAAeze2Ia-vA547.png,16.59,17.99
荣威RX5新能源,4.50,https://g.autoimg.cn/@img/car3/cardfs/series/g29/M03/DC/AA/436x333_autohomecar__ChwFk2LRHcOAHUqGAAm9WGunoDg830.png,14.79,15.99
ARIYA艾睿雅,4.53,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M09/43/7A/436x333_autohomecar__CjIFU2V4DGyAbhd4AAeK5QGzDc0789.png,19.99,28.29
岚图知音,4.44,https://g.autoimg.cn/@img/car2/cardfs/series/g31/M01/7F/78/436x333_autohomecar__ChtlyGZBiQmAVLgIAAU5ir0_1-o441.png,19.69,23.69
江淮QX PHEV,4.57,https://g.autoimg.cn/@img/car2/cardfs/series/g24/M05/06/87/436x333_autohomecar__Chxky2Tsan2AOjSPAAhH2WGXt1Y914.png,8.99,19.69
捷途X70S EV,4.49,https://g.autoimg.cn/@img/car2/cardfs/series/g29/M04/1D/E7/436x333_autohomecar__ChcCSFy1MG2AKkRQAAZUAcIx-o8667.png,14.98,17.98
魏牌 摩卡新能源,4.57,https://g.autoimg.cn/@img/car3/cardfs/series/g32/M08/04/C7/436x333_autohomecar__Chtk2WZex-2AazMgABki4gWQ4JU905.png,23.18,23.88
奔驰EQA,4.42,https://g.autoimg.cn/@img/car2/cardfs/series/g32/M08/36/87/436x333_autohomecar__ChxkPmarVVeAW6cFAAX-Fuyjvlg431.png,32.20,32.20
炫界Pro EV,4.49,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M04/64/81/436x333_autohomecar__ChxknGI8NauAPT0fAAazpgmZDNM260.png,11.99,17.66
ID.6 X,4.51,https://g.autoimg.cn/@img/car3/cardfs/series/g26/M06/89/51/436x333_autohomecar__ChsEdmLo_QaACwEcAAqAIqjYMhI457.png,25.99,29.39
元Pro,4.50,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M04/4D/7D/436x333_autohomecar__CjIFVGR2tZeAVuAhAAjwvDNav8c607.png,9.58,11.38
e:NP1 极湃1,4.56,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M0B/B7/D6/436x333_autohomecar__ChsFJ2KEguiAOiooAAjrYIh1IeI377.png,17.50,21.80
瑞虎7 PLUS新能源,4.49,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M03/2C/75/436x333_autohomecar__ChwFj2NZ6cyAI5wCAAwwGBLrULY543.png,12.99,16.69
福特电马,4.56,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M04/EB/2D/436x333_autohomecar__ChxknGV3yFGAFzL2AAgrx6BJjWI976.png,23.98,35.98
沃尔沃EX30,4.43,https://g.autoimg.cn/@img/car3/cardfs/series/g28/M07/C2/48/436x333_autohomecar__ChxkmmSBQuqAdhGpAAYhNhD1ev4097.png,20.08,25.58
途观L新能源,4.38,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M00/0D/8B/436x333_autohomecar__ChwFj2IhdeKAA22WAAtkv4Nl2WU334.png,26.11,27.21
Polestar 4,4.45,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M07/93/D0/436x333_autohomecar__CjIFVGTsWxyACstzAAdF4RiRQ24598.png,33.99,39.99
IQ锐歌,4.42,https://g.autoimg.cn/@img/car3/cardfs/series/g25/M0B/C8/8F/436x333_autohomecar__ChtliGK12bGAD1W0AAnjge9mL9A785.png,29.77,41.97
合创Z03,4.55,https://g.autoimg.cn/@img/car2/cardfs/series/g30/M06/E8/4B/436x333_autohomecar__ChxknGV60S2AXa6iAAjaeKDLsaY525.png,13.48,18.28
别克E4,4.65,https://g.autoimg.cn/@img/car2/cardfs/series/g28/M0B/EB/D1/436x333_autohomecar__ChxkmmSKq7CAWAKpAAnFXXAyzYg815.png,15.99,22.99
风光E3,4.57,https://g.autoimg.cn/@img/car3/cardfs/series/g30/M0A/73/70/436x333_autohomecar__ChcCSV1BO46AMdc3AAWQXeM-I68562.png,12.98,15.98
